"WorkerId","idx","Label"
"A2VE5IV9OD2SK1","155","Excellent - No noise is audible"
"A3P7M9666KJCP","155","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","156","Poor - Noise is audible, and it is annoying"
"A2VE5IV9OD2SK1","156","Poor - Noise is audible, and it is annoying"
"A3P7M9666KJCP","156","Poor - Noise is audible, and it is annoying"
"A1DOJTVB7GXJH7","157","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","157","Good - Noise is audible, but it is not annoying"
"A3P7M9666KJCP","157","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","158","Fair - Noise is audible, and it is slightly annoying"
"A2VE5IV9OD2SK1","158","Excellent - No noise is audible"
"ARTQWWNFA7IOD","158","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","159","Excellent - No noise is audible"
"A3DU2EWFUGQCX4","159","Excellent - No noise is audible"
"A3OLRWACCCCUTU","159","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","16","Good - Noise is audible, but it is not annoying"
"A3TDUHEBFJ53NM","16","Fair - Noise is audible, and it is slightly annoying"
"A6OPXUFETV2BY","16","Good - Noise is audible, but it is not annoying"
"A34M93NJC830DP","160","Excellent - No noise is audible"
"A3O6D3HPXD0H8I","160","Fair - Noise is audible, and it is slightly annoying"
"APSN3KV49VLKX","160","Excellent - No noise is audible"
"A1NOINYD1FZ55T","161","Poor - Noise is audible, and it is annoying"
"A2J237J8KM3OCS","161","Fair - Noise is audible, and it is slightly annoying"
"A34M93NJC830DP","161","Fair - Noise is audible, and it is slightly annoying"
"A1DOJTVB7GXJH7","162","Good - Noise is audible, but it is not annoying"
"A2J237J8KM3OCS","162","Fair - Noise is audible, and it is slightly annoying"
"A34M93NJC830DP","162","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","163","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","163","Excellent - No noise is audible"
"A34M93NJC830DP","163","Excellent - No noise is audible"
"A1NOINYD1FZ55T","164","Excellent - No noise is audible"
"A2J237J8KM3OCS","164","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","164","Fair - Noise is audible, and it is slightly annoying"
"A1FVXS8IM5QYO8","165","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","165","Fair - Noise is audible, and it is slightly annoying"
"A3P7M9666KJCP","165","Fair - Noise is audible, and it is slightly annoying"
"A2J237J8KM3OCS","166","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","166","Excellent - No noise is audible"
"A3P7M9666KJCP","166","Good - Noise is audible, but it is not annoying"
"A2J237J8KM3OCS","167","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","167","Good - Noise is audible, but it is not annoying"
"A3P7M9666KJCP","167","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","168","Good - Noise is audible, but it is not annoying"
"A2J237J8KM3OCS","168","Excellent - No noise is audible"
"ARTQWWNFA7IOD","168","Excellent - No noise is audible"
"A1DOJTVB7GXJH7","169","Fair - Noise is audible, and it is slightly annoying"
"A2J237J8KM3OCS","169","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","169","Fair - Noise is audible, and it is slightly annoying"
"A2FCGEU5RTEWG8","17","Poor - Noise is audible, and it is annoying"
"A2GM5BW75YCKKW","17","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","17","Fair - Noise is audible, and it is slightly annoying"
"A1DOJTVB7GXJH7","170","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","170","Excellent - No noise is audible"
"A2J237J8KM3OCS","170","Good - Noise is audible, but it is not annoying"
"A1BQBQG2GNY8AY","171","Fair - Noise is audible, and it is slightly annoying"
"A1NOINYD1FZ55T","171","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","171","Excellent - No noise is audible"
"A1NOINYD1FZ55T","172","Excellent - No noise is audible"
"A2J237J8KM3OCS","172","Fair - Noise is audible, and it is slightly annoying"
"A34M93NJC830DP","172","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","173","Fair - Noise is audible, and it is slightly annoying"
"A2VE5IV9OD2SK1","173","Good - Noise is audible, but it is not annoying"
"A34M93NJC830DP","173","Fair - Noise is audible, and it is slightly annoying"
"A1DOJTVB7GXJH7","174","Poor - Noise is audible, and it is annoying"
"A2MCG5W6LHSRG9","174","Fair - Noise is audible, and it is slightly annoying"
"A3P7M9666KJCP","174","Good - Noise is audible, but it is not annoying"
"A3O6D3HPXD0H8I","175","Excellent - No noise is audible"
"A3P7M9666KJCP","175","Good - Noise is audible, but it is not annoying"
"A6DX45U3O1CR","175","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","176","Fair - Noise is audible, and it is slightly annoying"
"A3DU2EWFUGQCX4","176","Excellent - No noise is audible"
"A3P7M9666KJCP","176","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","177","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","177","Excellent - No noise is audible"
"A3P7M9666KJCP","177","Good - Noise is audible, but it is not annoying"
"A1DOJTVB7GXJH7","178","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","178","Excellent - No noise is audible"
"A3P7M9666KJCP","178","Good - Noise is audible, but it is not annoying"
"A1DOJTVB7GXJH7","179","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","179","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","179","Excellent - No noise is audible"
"A1DOJTVB7GXJH7","18","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","18","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","18","Poor - Noise is audible, and it is annoying"
"A1NOINYD1FZ55T","180","Bad - Noise is audible, and it is very annoying"
"A2MCG5W6LHSRG9","180","Bad - Noise is audible, and it is very annoying"
"A2VE5IV9OD2SK1","180","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","181","Fair - Noise is audible, and it is slightly annoying"
"A34M93NJC830DP","181","Excellent - No noise is audible"
"A3O6D3HPXD0H8I","181","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","182","Fair - Noise is audible, and it is slightly annoying"
"A2VE5IV9OD2SK1","182","Excellent - No noise is audible"
"APSN3KV49VLKX","182","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","183","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","183","Excellent - No noise is audible"
"A3P7M9666KJCP","183","Good - Noise is audible, but it is not annoying"
"A2J237J8KM3OCS","184","Good - Noise is audible, but it is not annoying"
"A3OLRWACCCCUTU","184","Excellent - No noise is audible"
"A3P7M9666KJCP","184","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","185","Good - Noise is audible, but it is not annoying"
"A34M93NJC830DP","185","Fair - Noise is audible, and it is slightly annoying"
"A3P7M9666KJCP","185","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","186","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","186","Excellent - No noise is audible"
"ASWZO1WY1UHEP","186","Fair - Noise is audible, and it is slightly annoying"
"A1BQBQG2GNY8AY","187","Excellent - No noise is audible"
"A1DOJTVB7GXJH7","187","Fair - Noise is audible, and it is slightly annoying"
"A2J237J8KM3OCS","187","Excellent - No noise is audible"
"A1DOJTVB7GXJH7","188","Excellent - No noise is audible"
"A9HQ3E0F2AGVO","188","Excellent - No noise is audible"
"APSN3KV49VLKX","188","Fair - Noise is audible, and it is slightly annoying"
"A1NOINYD1FZ55T","189","Fair - Noise is audible, and it is slightly annoying"
"A2VE5IV9OD2SK1","189","Excellent - No noise is audible"
"A3OLRWACCCCUTU","189","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","19","Fair - Noise is audible, and it is slightly annoying"
"A3O6D3HPXD0H8I","19","Excellent - No noise is audible"
"A3P7M9666KJCP","19","Excellent - No noise is audible"
"A2J237J8KM3OCS","190","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","190","Good - Noise is audible, but it is not annoying"
"A3O6D3HPXD0H8I","190","Excellent - No noise is audible"
"A1BQBQG2GNY8AY","191","Fair - Noise is audible, and it is slightly annoying"
"A1NOINYD1FZ55T","191","Good - Noise is audible, but it is not annoying"
"APSN3KV49VLKX","191","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","192","Good - Noise is audible, but it is not annoying"
"APSN3KV49VLKX","192","Good - Noise is audible, but it is not annoying"
"ARTQWWNFA7IOD","192","Excellent - No noise is audible"
"A1DOJTVB7GXJH7","193","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","193","Good - Noise is audible, but it is not annoying"
"A3O6D3HPXD0H8I","193","Fair - Noise is audible, and it is slightly annoying"
"A1BQBQG2GNY8AY","194","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","194","Excellent - No noise is audible"
"A3P7M9666KJCP","194","Good - Noise is audible, but it is not annoying"
"A1BQBQG2GNY8AY","195","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","195","Good - Noise is audible, but it is not annoying"
"APSN3KV49VLKX","195","Fair - Noise is audible, and it is slightly annoying"
"A1DOJTVB7GXJH7","196","Fair - Noise is audible, and it is slightly annoying"
"A3O6D3HPXD0H8I","196","Fair - Noise is audible, and it is slightly annoying"
"A6OPXUFETV2BY","196","Good - Noise is audible, but it is not annoying"
"A1NOINYD1FZ55T","197","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","197","Excellent - No noise is audible"
"ARTQWWNFA7IOD","197","Excellent - No noise is audible"
"A2J237J8KM3OCS","198","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","198","Excellent - No noise is audible"
"ARTQWWNFA7IOD","198","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","199","Excellent - No noise is audible"
"A31Z5TPD8QKE26","199","Excellent - No noise is audible"
"A6DX45U3O1CR","199","Excellent - No noise is audible"
"A122E99M2DQY1G","2","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","2","Good - Noise is audible, but it is not annoying"
"A3TDUHEBFJ53NM","2","Good - Noise is audible, but it is not annoying"
"A1YSYI926BBOHW","20","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","20","Poor - Noise is audible, and it is annoying"
"A3CJVRJ34U70Y9","20","Poor - Noise is audible, and it is annoying"
"A122E99M2DQY1G","200","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","200","Good - Noise is audible, but it is not annoying"
"A3RQJM16UBTZKK","200","Fair - Noise is audible, and it is slightly annoying"
"A2GM5BW75YCKKW","201","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","201","Good - Noise is audible, but it is not annoying"
"A3P7M9666KJCP","201","Good - Noise is audible, but it is not annoying"
"A1DOJTVB7GXJH7","202","Fair - Noise is audible, and it is slightly annoying"
"A3OLRWACCCCUTU","202","Bad - Noise is audible, and it is very annoying"
"A6DX45U3O1CR","202","Poor - Noise is audible, and it is annoying"
"A2I8VBHRESMG9S","203","Excellent - No noise is audible"
"A34M93NJC830DP","203","Excellent - No noise is audible"
"A3P7M9666KJCP","203","Excellent - No noise is audible"
"A1FP3SH704X01V","204","Poor - Noise is audible, and it is annoying"
"A2W3KKNN3CAY66","204","Fair - Noise is audible, and it is slightly annoying"
"A34M93NJC830DP","204","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","205","Good - Noise is audible, but it is not annoying"
"A3TDUHEBFJ53NM","205","Fair - Noise is audible, and it is slightly annoying"
"A6OPXUFETV2BY","205","Good - Noise is audible, but it is not annoying"
"A2J237J8KM3OCS","206","Excellent - No noise is audible"
"A3TDUHEBFJ53NM","206","Excellent - No noise is audible"
"APSN3KV49VLKX","206","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","207","Poor - Noise is audible, and it is annoying"
"A3P7M9666KJCP","207","Good - Noise is audible, but it is not annoying"
"A3TDUHEBFJ53NM","207","Good - Noise is audible, but it is not annoying"
"A2MCG5W6LHSRG9","208","Fair - Noise is audible, and it is slightly annoying"
"A2VE5IV9OD2SK1","208","Fair - Noise is audible, and it is slightly annoying"
"A3RQJM16UBTZKK","208","Excellent - No noise is audible"
"A1NOINYD1FZ55T","209","Poor - Noise is audible, and it is annoying"
"A2VE5IV9OD2SK1","209","Good - Noise is audible, but it is not annoying"
"A3P7M9666KJCP","209","Good - Noise is audible, but it is not annoying"
"A1FP3SH704X01V","21","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","21","Poor - Noise is audible, and it is annoying"
"A3RQJM16UBTZKK","21","Excellent - No noise is audible"
"A122E99M2DQY1G","210","Excellent - No noise is audible"
"A3BEGZR3FC5XQA","210","Excellent - No noise is audible"
"A3CJVRJ34U70Y9","210","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","211","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","211","Excellent - No noise is audible"
"A3CJVRJ34U70Y9","211","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","212","Fair - Noise is audible, and it is slightly annoying"
"A3CJVRJ34U70Y9","212","Fair - Noise is audible, and it is slightly annoying"
"A3TDUHEBFJ53NM","212","Bad - Noise is audible, and it is very annoying"
"A1YSYI926BBOHW","213","Good - Noise is audible, but it is not annoying"
"A3CJVRJ34U70Y9","213","Excellent - No noise is audible"
"A3TDUHEBFJ53NM","213","Excellent - No noise is audible"
"A34M93NJC830DP","214","Good - Noise is audible, but it is not annoying"
"A3P7M9666KJCP","214","Good - Noise is audible, but it is not annoying"
"A3TDUHEBFJ53NM","214","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","215","Good - Noise is audible, but it is not annoying"
"A2VE5IV9OD2SK1","215","Excellent - No noise is audible"
"A3TDUHEBFJ53NM","215","Good - Noise is audible, but it is not annoying"
"A34M93NJC830DP","216","Excellent - No noise is audible"
"A3P7M9666KJCP","216","Fair - Noise is audible, and it is slightly annoying"
"APSN3KV49VLKX","216","Good - Noise is audible, but it is not annoying"
"A149JF209DXZKQ","217","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","217","Fair - Noise is audible, and it is slightly annoying"
"A3CJVRJ34U70Y9","217","Fair - Noise is audible, and it is slightly annoying"
"A2MCG5W6LHSRG9","218","Excellent - No noise is audible"
"A2VE5IV9OD2SK1","218","Good - Noise is audible, but it is not annoying"
"A3OLRWACCCCUTU","218","Excellent - No noise is audible"
"A1YSYI926BBOHW","219","Excellent - No noise is audible"
"A3OLRWACCCCUTU","219","Excellent - No noise is audible"
"A3RQJM16UBTZKK","219","Excellent - No noise is audible"
"A2MCG5W6LHSRG9","22","Poor - Noise is audible, and it is annoying"
"A2VE5IV9OD2SK1","22","Fair - Noise is audible, and it is slightly annoying"
"A34M93NJC830DP","22","Fair - Noise is audible, and it is slightly annoying"
"A2GM5BW75YCKKW","220","Poor - Noise is audible, and it is annoying"
"A2J237J8KM3OCS","220","Poor - Noise is audible, and it is annoying"
